,RNAME
20566,NIHQ01000026.1
20567,NIHQ01000005.1
20569,NIHQ01000008.1
20570,NIHQ01000026.1
20571,NIHQ01000006.1
20572,NIHQ01000016.1
20573,NIHQ01000001.1
20574,NIHQ01000011.1
20575,NIHQ01000024.1
20576,NIHQ01000005.1
20578,NIHQ01000020.1
20579,NIHQ01000022.1
20580,NIHQ01000020.1
20581,NIHQ01000030.1
20582,NIHQ01000014.1
20583,NIHQ01000023.1
20584,NIHQ01000001.1
20585,NIHQ01000023.1
20586,NIHQ01000002.1
20587,NIHQ01000006.1
20588,NIHQ01000013.1
20589,NIHQ01000014.1
20590,NIHQ01000001.1
20591,NIHQ01000013.1
20592,NIHQ01000005.1
20593,NIHQ01000002.1
20594,NIHQ01000006.1
20595,NIHQ01000022.1
20596,NIHQ01000009.1
20597,NIHQ01000038.1
20598,NIHQ01000034.1
20599,NIHQ01000002.1
20600,NIHQ01000017.1
20601,NIHQ01000001.1
20602,NIHQ01000002.1
20604,NIHQ01000005.1
20605,NIHQ01000043.1
20606,NIHQ01000002.1
20607,NIHQ01000006.1
20608,NIHQ01000002.1
20610,NIHQ01000003.1
20611,NIHQ01000002.1
20612,NIHQ01000008.1
20613,NIHQ01000002.1
20614,NIHQ01000002.1
20615,NIHQ01000003.1
20616,NIHQ01000032.1
20617,NIHQ01000003.1
20618,NIHQ01000032.1
20619,NIHQ01000025.1
20620,NIHQ01000001.1
20621,NIHQ01000006.1
20622,NIHQ01000002.1
20624,NIHQ01000001.1
20625,NIHQ01000008.1
20627,NIHQ01000001.1
20628,NIHQ01000008.1
20629,NIHQ01000005.1
20630,NIHQ01000014.1
20631,NIHQ01000039.1
20632,NIHQ01000030.1
20634,NIHQ01000010.1
20635,NIHQ01000041.1
20636,NIHQ01000007.1
20637,NIHQ01000011.1
20638,NIHQ01000001.1
20639,NIHQ01000007.1
20640,NIHQ01000015.1
20641,NIHQ01000011.1
20642,NIHQ01000017.1
20643,NIHQ01000008.1
20644,NIHQ01000016.1
20645,NIHQ01000003.1
20647,NIHQ01000006.1
20648,NIHQ01000001.1
20649,NIHQ01000002.1
20650,NIHQ01000022.1
20651,NIHQ01000002.1
20653,NIHQ01000001.1
20654,NIHQ01000011.1
20655,NIHQ01000002.1
20656,NIHQ01000005.1
20657,NIHQ01000025.1
20658,NIHQ01000007.1
20659,NIHQ01000037.1
20660,NIHQ01000003.1
20661,NIHQ01000001.1
20662,NIHQ01000001.1
20663,NIHQ01000003.1
20664,NIHQ01000002.1
20665,NIHQ01000003.1
20666,NIHQ01000001.1
20667,NIHQ01000009.1
20668,NIHQ01000018.1
20669,NIHQ01000002.1
20670,NIHQ01000003.1
20671,NIHQ01000002.1
20672,NIHQ01000006.1
20673,NIHQ01000007.1
20674,NIHQ01000007.1
20676,NIHQ01000001.1
20679,NIHQ01000007.1
20680,NIHQ01000007.1
20681,NIHQ01000007.1
20682,NIHQ01000015.1
20683,NIHQ01000016.1
20684,NIHQ01000010.1
20685,NIHQ01000016.1
20687,NIHQ01000003.1
20688,NIHQ01000036.1
20689,NIHQ01000002.1
20690,NIHQ01000005.1
20692,NIHQ01000005.1
20693,NIHQ01000001.1
20694,NIHQ01000005.1
20695,NIHQ01000006.1
20696,NIHQ01000010.1
20697,NIHQ01000011.1
20698,NIHQ01000002.1
20699,NIHQ01000005.1
20700,NIHQ01000034.1
20701,NIHQ01000016.1
20702,NIHQ01000001.1
20704,NIHQ01000011.1
20705,NIHQ01000003.1
20706,NIHQ01000001.1
20707,NIHQ01000006.1
20708,NIHQ01000008.1
20709,NIHQ01000013.1
20710,NIHQ01000022.1
20711,NIHQ01000003.1
20712,NIHQ01000011.1
20713,NIHQ01000007.1
20714,NIHQ01000001.1
20715,NIHQ01000002.1
20716,NIHQ01000003.1
20718,NIHQ01000009.1
20719,NIHQ01000002.1
20720,NIHQ01000020.1
20721,NIHQ01000029.1
20722,NIHQ01000008.1
20723,NIHQ01000027.1
20724,NIHQ01000017.1
20725,NIHQ01000001.1
20726,NIHQ01000003.1
20727,NIHQ01000003.1
20728,NIHQ01000003.1
20729,NIHQ01000002.1
20730,NIHQ01000003.1
20732,NIHQ01000006.1
20733,NIHQ01000001.1
20734,NIHQ01000009.1
20735,NIHQ01000010.1
20738,NIHQ01000002.1
20739,NIHQ01000026.1
20740,NIHQ01000017.1
20741,NIHQ01000013.1
20742,NIHQ01000019.1
20743,NIHQ01000020.1
20744,NIHQ01000023.1
20745,NIHQ01000010.1
20746,NIHQ01000021.1
20747,NIHQ01000002.1
20748,NIHQ01000010.1
20749,NIHQ01000015.1
20750,NIHQ01000011.1
20751,NIHQ01000006.1
20752,NIHQ01000003.1
20753,NIHQ01000010.1
20755,NIHQ01000007.1
20756,NIHQ01000002.1
20758,NIHQ01000006.1
20759,NIHQ01000019.1
20760,NIHQ01000033.1
20761,NIHQ01000028.1
20763,NIHQ01000005.1
20764,NIHQ01000021.1
20765,NIHQ01000003.1
20766,NIHQ01000005.1
20767,NIHQ01000006.1
20768,NIHQ01000014.1
20769,NIHQ01000003.1
20770,NIHQ01000050.1
20771,NIHQ01000005.1
20772,NIHQ01000006.1
20774,NIHQ01000003.1
20775,NIHQ01000001.1
20776,NIHQ01000002.1
20777,NIHQ01000025.1
20778,NIHQ01000003.1
20780,NIHQ01000011.1
20781,NIHQ01000008.1
20782,NIHQ01000023.1
20783,NIHQ01000005.1
20784,NIHQ01000009.1
20785,NIHQ01000008.1
20786,NIHQ01000009.1
20787,NIHQ01000015.1
20788,NIHQ01000001.1
20789,NIHQ01000015.1
20790,NIHQ01000001.1
20791,NIHQ01000005.1
20792,NIHQ01000013.1
20793,NIHQ01000002.1
20795,NIHQ01000003.1
20796,NIHQ01000001.1
20797,NIHQ01000006.1
20798,NIHQ01000008.1
20799,NIHQ01000007.1
20800,NIHQ01000001.1
20801,NIHQ01000002.1
20802,NIHQ01000021.1
20803,NIHQ01000002.1
20804,NIHQ01000005.1
20805,NIHQ01000038.1
20806,NIHQ01000003.1
20807,NIHQ01000003.1
20808,NIHQ01000006.1
20811,NIHQ01000027.1
20812,NIHQ01000009.1
20813,NIHQ01000014.1
20814,NIHQ01000010.1
20815,NIHQ01000039.1
20816,NIHQ01000002.1
20817,NIHQ01000014.1
20818,NIHQ01000002.1
20819,NIHQ01000006.1
20820,NIHQ01000021.1
20821,NIHQ01000026.1
20822,NIHQ01000003.1
20823,NIHQ01000018.1
20824,NIHQ01000001.1
20825,NIHQ01000010.1
20826,NIHQ01000002.1
20827,NIHQ01000005.1
20828,NIHQ01000001.1
20829,NIHQ01000003.1
20830,NIHQ01000018.1
20831,NIHQ01000007.1
20832,NIHQ01000005.1
20833,NIHQ01000013.1
20834,NIHQ01000009.1
20835,NIHQ01000019.1
20836,NIHQ01000011.1
20837,NIHQ01000010.1
20838,NIHQ01000016.1
20839,NIHQ01000001.1
20840,NIHQ01000008.1
20841,NIHQ01000003.1
20843,NIHQ01000002.1
20844,NIHQ01000018.1
20847,NIHQ01000038.1
20848,NIHQ01000001.1
20849,NIHQ01000008.1
20850,NIHQ01000006.1
20851,NIHQ01000008.1
20853,NIHQ01000020.1
20854,NIHQ01000001.1
20855,NIHQ01000019.1
20856,NIHQ01000008.1
20857,NIHQ01000053.1
20861,NIHQ01000026.1
20862,NIHQ01000019.1
20863,NIHQ01000025.1
20865,NIHQ01000005.1
20866,NIHQ01000007.1
20867,NIHQ01000022.1
20868,NIHQ01000005.1
20869,NIHQ01000005.1
20870,NIHQ01000019.1
20871,NIHQ01000005.1
20872,NIHQ01000010.1
20873,NIHQ01000013.1
20874,NIHQ01000003.1
20875,NIHQ01000010.1
20876,NIHQ01000034.1
20877,NIHQ01000003.1
20879,NIHQ01000003.1
20880,NIHQ01000001.1
20881,NIHQ01000003.1
20882,NIHQ01000002.1
20884,NIHQ01000003.1
20886,NIHQ01000022.1
20888,NIHQ01000041.1
20889,NIHQ01000009.1
20890,NIHQ01000003.1
20891,NIHQ01000007.1
20892,NIHQ01000013.1
20894,NIHQ01000021.1
20895,NIHQ01000006.1
20897,NIHQ01000003.1
20898,NIHQ01000040.1
20899,NIHQ01000005.1
20900,NIHQ01000014.1
20901,NIHQ01000002.1
20902,NIHQ01000005.1
20904,NIHQ01000010.1
20905,NIHQ01000001.1
20906,NIHQ01000007.1
20907,NIHQ01000002.1
20908,NIHQ01000003.1
20909,NIHQ01000021.1
20910,NIHQ01000028.1
20911,NIHQ01000016.1
20912,NIHQ01000015.1
20913,NIHQ01000013.1
20914,NIHQ01000002.1
20915,NIHQ01000022.1
20917,NIHQ01000001.1
20918,NIHQ01000010.1
20920,NIHQ01000032.1
20921,NIHQ01000015.1
20922,NIHQ01000002.1
20923,NIHQ01000009.1
20924,NIHQ01000018.1
20925,NIHQ01000036.1
20926,NIHQ01000034.1
20927,NIHQ01000022.1
20928,NIHQ01000002.1
20930,NIHQ01000021.1
20932,NIHQ01000007.1
20933,NIHQ01000010.1
20934,NIHQ01000022.1
20935,NIHQ01000024.1
20936,NIHQ01000003.1
20937,NIHQ01000021.1
20938,NIHQ01000001.1
20939,NIHQ01000005.1
20940,NIHQ01000003.1
20941,NIHQ01000009.1
20943,NIHQ01000018.1
20944,NIHQ01000001.1
20945,NIHQ01000010.1
20946,NIHQ01000014.1
20947,NIHQ01000024.1
20949,NIHQ01000018.1
20950,NIHQ01000023.1
20951,NIHQ01000003.1
20952,NIHQ01000002.1
20954,NIHQ01000003.1
20955,NIHQ01000001.1
20956,NIHQ01000020.1
20957,NIHQ01000033.1
20958,NIHQ01000013.1
20959,NIHQ01000027.1
20960,NIHQ01000019.1
20961,NIHQ01000003.1
20963,NIHQ01000020.1
20964,NIHQ01000001.1
20965,NIHQ01000009.1
20966,NIHQ01000003.1
20967,NIHQ01000003.1
20968,NIHQ01000021.1
20969,NIHQ01000001.1
20970,NIHQ01000008.1
20971,NIHQ01000008.1
20972,NIHQ01000023.1
20973,NIHQ01000030.1
20974,NIHQ01000011.1
20975,NIHQ01000002.1
20976,NIHQ01000001.1
20977,NIHQ01000001.1
20978,NIHQ01000007.1
20979,NIHQ01000019.1
20980,NIHQ01000018.1
20981,NIHQ01000010.1
20982,NIHQ01000006.1
20984,NIHQ01000015.1
20985,NIHQ01000006.1
20988,NIHQ01000002.1
20989,NIHQ01000011.1
20990,NIHQ01000008.1
20991,NIHQ01000003.1
20992,NIHQ01000017.1
20993,NIHQ01000011.1
20994,NIHQ01000027.1
20995,NIHQ01000003.1
20996,NIHQ01000017.1
20997,NIHQ01000002.1
20998,NIHQ01000015.1
21000,NIHQ01000001.1
21001,NIHQ01000002.1
21002,NIHQ01000007.1
21003,NIHQ01000005.1
21004,NIHQ01000014.1
21005,NIHQ01000003.1
21006,NIHQ01000002.1
21007,NIHQ01000001.1
21008,NIHQ01000011.1
21009,NIHQ01000010.1
21010,NIHQ01000001.1
21011,NIHQ01000005.1
21012,NIHQ01000007.1
21013,NIHQ01000020.1
21014,NIHQ01000006.1
21015,NIHQ01000002.1
21016,NIHQ01000006.1
21017,NIHQ01000006.1
21018,NIHQ01000019.1
21019,NIHQ01000003.1
21020,NIHQ01000018.1
21021,NIHQ01000002.1
21022,NIHQ01000016.1
21023,NIHQ01000025.1
21025,NIHQ01000002.1
21026,NIHQ01000011.1
21027,NIHQ01000001.1
21028,NIHQ01000011.1
21029,NIHQ01000002.1
21030,NIHQ01000008.1
21031,NIHQ01000019.1
21032,NIHQ01000005.1
21033,NIHQ01000028.1
21034,NIHQ01000045.1
21035,NIHQ01000015.1
21036,NIHQ01000005.1
21037,NIHQ01000010.1
21038,NIHQ01000005.1
21039,NIHQ01000021.1
21040,NIHQ01000002.1
21042,NIHQ01000022.1
21043,NIHQ01000023.1
21044,NIHQ01000008.1
21045,NIHQ01000001.1
21046,NIHQ01000002.1
21047,NIHQ01000005.1
21048,NIHQ01000001.1
21049,NIHQ01000002.1
21050,NIHQ01000019.1
21051,NIHQ01000015.1
21052,NIHQ01000002.1
21053,NIHQ01000013.1
21054,NIHQ01000003.1
21055,NIHQ01000032.1
21056,NIHQ01000008.1
21057,NIHQ01000036.1
21058,NIHQ01000013.1
21059,NIHQ01000009.1
21060,NIHQ01000002.1
21062,NIHQ01000021.1
21063,NIHQ01000002.1
21065,NIHQ01000013.1
21066,NIHQ01000002.1
21067,NIHQ01000013.1
21068,NIHQ01000001.1
21070,NIHQ01000023.1
21071,NIHQ01000013.1
21072,NIHQ01000006.1
21073,NIHQ01000017.1
21074,NIHQ01000008.1
21075,NIHQ01000030.1
21076,NIHQ01000005.1
21077,NIHQ01000006.1
21078,NIHQ01000011.1
21079,NIHQ01000003.1
21080,NIHQ01000003.1
21081,NIHQ01000001.1
21082,NIHQ01000006.1
21083,NIHQ01000003.1
21084,NIHQ01000019.1
21085,NIHQ01000001.1
21086,NIHQ01000013.1
21087,NIHQ01000018.1
21088,NIHQ01000002.1
21089,NIHQ01000001.1
21090,NIHQ01000019.1
21091,NIHQ01000003.1
21092,NIHQ01000007.1
21093,NIHQ01000017.1
21095,NIHQ01000011.1
21096,NIHQ01000014.1
21097,NIHQ01000010.1
21098,NIHQ01000023.1
21099,NIHQ01000003.1
21100,NIHQ01000013.1
21101,NIHQ01000008.1
21102,NIHQ01000001.1
21103,NIHQ01000001.1
21104,NIHQ01000002.1
21106,NIHQ01000005.1
21107,NIHQ01000041.1
21108,NIHQ01000002.1
21110,NIHQ01000002.1
21111,NIHQ01000002.1
21112,NIHQ01000015.1
21113,NIHQ01000027.1
21114,NIHQ01000001.1
21115,NIHQ01000033.1
21116,NIHQ01000018.1
21117,NIHQ01000010.1
21118,NIHQ01000002.1
21119,NIHQ01000006.1
21120,NIHQ01000005.1
21121,NIHQ01000003.1
21122,NIHQ01000034.1
21123,NIHQ01000001.1
21124,NIHQ01000010.1
21125,NIHQ01000027.1
21126,NIHQ01000010.1
21127,NIHQ01000005.1
21128,NIHQ01000014.1
21129,NIHQ01000003.1
21130,NIHQ01000015.1
21131,NIHQ01000013.1
21132,NIHQ01000031.1
21133,NIHQ01000011.1
21136,NIHQ01000019.1
21137,NIHQ01000009.1
21138,NIHQ01000017.1
21139,NIHQ01000001.1
21140,NIHQ01000033.1
21141,NIHQ01000010.1
21142,NIHQ01000003.1
21143,NIHQ01000009.1
21146,NIHQ01000006.1
21148,NIHQ01000003.1
21149,NIHQ01000017.1
21150,NIHQ01000007.1
21151,NIHQ01000032.1
21152,NIHQ01000001.1
21153,NIHQ01000026.1
21154,NIHQ01000022.1
21155,NIHQ01000003.1
21156,NIHQ01000017.1
21157,NIHQ01000020.1
21158,NIHQ01000002.1
21159,NIHQ01000014.1
21160,NIHQ01000001.1
21161,NIHQ01000003.1
21162,NIHQ01000007.1
21164,NIHQ01000002.1
21165,NIHQ01000008.1
21167,NIHQ01000007.1
21168,NIHQ01000003.1
21169,NIHQ01000006.1
21170,NIHQ01000020.1
21171,NIHQ01000035.1
21172,NIHQ01000006.1
21173,NIHQ01000020.1
21174,NIHQ01000018.1
21175,NIHQ01000013.1
21176,NIHQ01000023.1
21177,NIHQ01000020.1
21178,NIHQ01000010.1
21179,NIHQ01000021.1
21180,NIHQ01000006.1
21181,NIHQ01000005.1
21182,NIHQ01000005.1
21183,NIHQ01000006.1
21184,NIHQ01000015.1
21185,NIHQ01000013.1
21186,NIHQ01000010.1
21188,NIHQ01000003.1
21189,NIHQ01000001.1
21190,NIHQ01000015.1
21193,NIHQ01000001.1
21194,NIHQ01000006.1
21195,NIHQ01000007.1
21196,NIHQ01000001.1
21197,NIHQ01000006.1
21198,NIHQ01000001.1
21199,NIHQ01000013.1
21200,NIHQ01000002.1
21201,NIHQ01000005.1
21202,NIHQ01000013.1
21203,NIHQ01000001.1
21204,NIHQ01000002.1
21205,NIHQ01000014.1
21206,NIHQ01000007.1
21207,NIHQ01000025.1
21208,NIHQ01000011.1
21209,NIHQ01000018.1
21210,NIHQ01000001.1
21211,NIHQ01000015.1
21213,NIHQ01000016.1
21214,NIHQ01000005.1
21215,NIHQ01000014.1
21216,NIHQ01000006.1
21217,NIHQ01000005.1
21218,NIHQ01000011.1
21219,NIHQ01000015.1
21220,NIHQ01000025.1
21221,NIHQ01000002.1
21222,NIHQ01000006.1
21223,NIHQ01000005.1
21224,NIHQ01000006.1
21226,NIHQ01000005.1
21227,NIHQ01000006.1
21228,NIHQ01000001.1
21229,NIHQ01000034.1
21230,NIHQ01000002.1
21231,NIHQ01000002.1
21232,NIHQ01000024.1
21233,NIHQ01000001.1
21234,NIHQ01000003.1
21235,NIHQ01000025.1
21236,NIHQ01000001.1
21237,NIHQ01000026.1
21238,NIHQ01000006.1
21240,NIHQ01000001.1
21241,NIHQ01000006.1
21242,NIHQ01000005.1
21243,NIHQ01000014.1
21244,NIHQ01000008.1
21245,NIHQ01000014.1
21246,NIHQ01000018.1
21247,NIHQ01000013.1
21248,NIHQ01000056.1
21249,NIHQ01000001.1
21250,NIHQ01000017.1
21251,NIHQ01000001.1
21252,NIHQ01000001.1
21253,NIHQ01000011.1
21254,NIHQ01000035.1
21255,NIHQ01000009.1
21256,NIHQ01000002.1
21257,NIHQ01000010.1
21258,NIHQ01000002.1
21259,NIHQ01000017.1
21260,NIHQ01000025.1
21261,NIHQ01000016.1
21262,NIHQ01000039.1
21263,NIHQ01000014.1
21265,NIHQ01000020.1
21266,NIHQ01000001.1
21267,NIHQ01000001.1
21268,NIHQ01000011.1
21269,NIHQ01000001.1
21270,NIHQ01000039.1
21271,NIHQ01000003.1
21272,NIHQ01000011.1
21273,NIHQ01000003.1
21275,NIHQ01000002.1
21276,NIHQ01000047.1
21277,NIHQ01000014.1
21278,NIHQ01000002.1
21279,NIHQ01000016.1
21280,NIHQ01000003.1
21281,NIHQ01000014.1
21282,NIHQ01000008.1
21283,NIHQ01000003.1
21284,NIHQ01000010.1
21285,NIHQ01000006.1
21286,NIHQ01000002.1
21287,NIHQ01000014.1
21288,NIHQ01000014.1
21290,NIHQ01000008.1
21291,NIHQ01000003.1
21292,NIHQ01000002.1
21293,NIHQ01000003.1
21294,NIHQ01000014.1
21295,NIHQ01000005.1
21296,NIHQ01000019.1
21297,NIHQ01000003.1
21299,NIHQ01000003.1
21300,NIHQ01000009.1
21301,NIHQ01000003.1
21302,NIHQ01000022.1
21303,NIHQ01000023.1
21304,NIHQ01000006.1
21305,NIHQ01000007.1
21306,NIHQ01000013.1
21307,NIHQ01000003.1
21309,NIHQ01000002.1
21310,NIHQ01000028.1
21311,NIHQ01000006.1
21312,NIHQ01000006.1
21313,NIHQ01000003.1
21315,NIHQ01000031.1
21316,NIHQ01000003.1
21317,NIHQ01000031.1
21318,NIHQ01000006.1
21319,NIHQ01000002.1
21320,NIHQ01000016.1
21321,NIHQ01000021.1
21322,NIHQ01000001.1
21323,NIHQ01000014.1
21324,NIHQ01000002.1
21325,NIHQ01000014.1
21326,NIHQ01000026.1
21327,NIHQ01000013.1
21328,NIHQ01000001.1
21329,NIHQ01000018.1
21330,NIHQ01000018.1
21331,NIHQ01000006.1
21332,NIHQ01000002.1
21333,NIHQ01000015.1
21334,NIHQ01000014.1
21335,NIHQ01000002.1
21336,NIHQ01000003.1
21337,NIHQ01000007.1
21338,NIHQ01000013.1
21339,NIHQ01000002.1
21340,NIHQ01000015.1
21341,NIHQ01000003.1
21342,NIHQ01000003.1
21344,NIHQ01000017.1
21345,NIHQ01000018.1
21346,NIHQ01000016.1
21347,NIHQ01000010.1
21348,NIHQ01000022.1
21349,NIHQ01000007.1
21350,NIHQ01000002.1
21351,NIHQ01000002.1
21352,NIHQ01000016.1
21353,NIHQ01000006.1
21354,NIHQ01000010.1
21355,NIHQ01000003.1
21356,NIHQ01000027.1
21357,NIHQ01000008.1
21358,NIHQ01000002.1
21359,NIHQ01000026.1
21361,NIHQ01000003.1
21362,NIHQ01000006.1
21363,NIHQ01000006.1
21364,NIHQ01000006.1
21365,NIHQ01000001.1
21366,NIHQ01000002.1
21369,NIHQ01000005.1
21370,NIHQ01000020.1
21373,NIHQ01000005.1
21374,NIHQ01000003.1
21375,NIHQ01000008.1
21376,NIHQ01000003.1
21377,NIHQ01000001.1
21378,NIHQ01000014.1
21379,NIHQ01000003.1
21380,NIHQ01000015.1
21381,NIHQ01000015.1
21382,NIHQ01000016.1
21383,NIHQ01000001.1
21384,NIHQ01000003.1
21385,NIHQ01000002.1
21386,NIHQ01000017.1
21387,NIHQ01000006.1
21388,NIHQ01000026.1
21389,NIHQ01000001.1
21390,NIHQ01000002.1
21391,NIHQ01000015.1
21392,NIHQ01000009.1
21393,NIHQ01000003.1
21394,NIHQ01000030.1
21395,NIHQ01000009.1
21396,NIHQ01000002.1
21397,NIHQ01000003.1
21398,NIHQ01000003.1
21400,NIHQ01000001.1
21401,NIHQ01000007.1
21402,NIHQ01000013.1
21404,NIHQ01000014.1
21405,NIHQ01000003.1
21406,NIHQ01000001.1
21407,NIHQ01000003.1
21408,NIHQ01000010.1
21409,NIHQ01000015.1
21410,NIHQ01000011.1
21411,NIHQ01000020.1
21412,NIHQ01000022.1
21413,NIHQ01000009.1
21414,NIHQ01000006.1
21415,NIHQ01000010.1
21416,NIHQ01000003.1
21417,NIHQ01000003.1
21418,NIHQ01000022.1
21419,NIHQ01000002.1
21420,NIHQ01000001.1
21421,NIHQ01000017.1
21422,NIHQ01000018.1
21423,NIHQ01000009.1
21424,NIHQ01000020.1
21425,NIHQ01000009.1
21426,NIHQ01000029.1
21427,NIHQ01000002.1
21428,NIHQ01000005.1
21429,NIHQ01000003.1
21430,NIHQ01000001.1
21431,NIHQ01000045.1
21432,NIHQ01000001.1
21433,NIHQ01000006.1
21434,NIHQ01000045.1
21435,NIHQ01000005.1
21436,NIHQ01000040.1
21437,NIHQ01000018.1
21438,NIHQ01000006.1
21439,NIHQ01000001.1
21440,NIHQ01000032.1
21441,NIHQ01000007.1
21442,NIHQ01000001.1
21443,NIHQ01000007.1
21445,NIHQ01000003.1
21446,NIHQ01000024.1
21447,NIHQ01000005.1
21448,NIHQ01000007.1
21449,NIHQ01000002.1
21450,NIHQ01000035.1
21451,NIHQ01000013.1
21454,NIHQ01000020.1
21455,NIHQ01000011.1
21456,NIHQ01000020.1
21457,NIHQ01000032.1
21458,NIHQ01000013.1
21459,NIHQ01000038.1
21460,NIHQ01000002.1
21461,NIHQ01000030.1
21462,NIHQ01000014.1
21463,NIHQ01000002.1
21464,NIHQ01000008.1
21466,NIHQ01000011.1
21467,NIHQ01000016.1
21468,NIHQ01000003.1
21469,NIHQ01000025.1
21470,NIHQ01000013.1
21471,NIHQ01000005.1
21472,NIHQ01000001.1
21473,NIHQ01000032.1
21474,NIHQ01000001.1
21475,NIHQ01000015.1
21476,NIHQ01000024.1
21477,NIHQ01000017.1
21478,NIHQ01000006.1
21479,NIHQ01000002.1
21480,NIHQ01000005.1
21481,NIHQ01000013.1
21482,NIHQ01000007.1
21483,NIHQ01000032.1
21484,NIHQ01000002.1
21485,NIHQ01000016.1
21487,NIHQ01000001.1
21488,NIHQ01000018.1
21490,NIHQ01000022.1
21491,NIHQ01000002.1
21492,NIHQ01000013.1
21493,NIHQ01000008.1
21494,NIHQ01000003.1
21495,NIHQ01000006.1
21496,NIHQ01000015.1
21497,NIHQ01000002.1
21498,NIHQ01000003.1
21499,NIHQ01000006.1
21500,NIHQ01000007.1
21501,NIHQ01000010.1
21503,NIHQ01000013.1
21504,NIHQ01000037.1
21505,NIHQ01000025.1
21506,NIHQ01000017.1
21507,NIHQ01000003.1
21508,NIHQ01000023.1
21509,NIHQ01000019.1
21510,NIHQ01000003.1
21511,NIHQ01000016.1
21512,NIHQ01000015.1
21513,NIHQ01000017.1
21514,NIHQ01000018.1
21515,NIHQ01000001.1
21516,NIHQ01000013.1
21517,NIHQ01000001.1
21518,NIHQ01000005.1
21519,NIHQ01000001.1
21520,NIHQ01000016.1
21521,NIHQ01000006.1
21522,NIHQ01000016.1
21523,NIHQ01000001.1
21524,NIHQ01000008.1
21525,NIHQ01000002.1
21526,NIHQ01000001.1
21527,NIHQ01000029.1
21528,NIHQ01000042.1
21529,NIHQ01000002.1
21530,NIHQ01000016.1
21531,NIHQ01000028.1
21532,NIHQ01000006.1
21533,NIHQ01000017.1
21534,NIHQ01000023.1
21535,NIHQ01000016.1
21536,NIHQ01000006.1
21537,NIHQ01000006.1
21538,NIHQ01000026.1
21539,NIHQ01000015.1
21540,NIHQ01000015.1
21542,NIHQ01000011.1
21543,NIHQ01000005.1
21544,NIHQ01000002.1
21545,NIHQ01000003.1
21546,NIHQ01000016.1
21548,NIHQ01000001.1
21549,NIHQ01000006.1
21550,NIHQ01000017.1
21551,NIHQ01000006.1
21552,NIHQ01000009.1
21553,NIHQ01000010.1
21554,NIHQ01000002.1
21555,NIHQ01000013.1
21556,NIHQ01000003.1
21557,NIHQ01000019.1
21558,NIHQ01000005.1
21559,NIHQ01000005.1
21560,NIHQ01000003.1
21561,NIHQ01000044.1
21562,NIHQ01000001.1
21563,NIHQ01000008.1
21564,NIHQ01000019.1
21565,NIHQ01000016.1
21566,NIHQ01000006.1
21567,NIHQ01000015.1
21568,NIHQ01000011.1
21569,NIHQ01000006.1
21570,NIHQ01000003.1
21571,NIHQ01000003.1
21572,NIHQ01000001.1
21573,NIHQ01000003.1
21574,NIHQ01000026.1
21575,NIHQ01000010.1
21576,NIHQ01000008.1
21577,NIHQ01000003.1
21578,NIHQ01000006.1
21579,NIHQ01000010.1
21580,NIHQ01000008.1
21581,NIHQ01000011.1
21582,NIHQ01000017.1
21583,NIHQ01000001.1
21584,NIHQ01000020.1
21585,NIHQ01000002.1
21586,NIHQ01000030.1
21587,NIHQ01000017.1
21588,NIHQ01000014.1
21589,NIHQ01000020.1
21590,NIHQ01000001.1
21591,NIHQ01000008.1
21592,NIHQ01000002.1
21593,NIHQ01000005.1
21594,NIHQ01000007.1
21595,NIHQ01000009.1
21597,NIHQ01000002.1
21598,NIHQ01000003.1
21599,NIHQ01000002.1
21600,NIHQ01000005.1
21601,NIHQ01000011.1
21602,NIHQ01000003.1
21603,NIHQ01000021.1
21604,NIHQ01000001.1
21605,NIHQ01000025.1
21606,NIHQ01000018.1
21607,NIHQ01000003.1
21608,NIHQ01000023.1
21609,NIHQ01000023.1
21610,NIHQ01000003.1
21611,NIHQ01000018.1
21612,NIHQ01000010.1
21613,NIHQ01000016.1
21614,NIHQ01000023.1
21615,NIHQ01000002.1
21616,NIHQ01000002.1
21617,NIHQ01000003.1
21618,NIHQ01000003.1
21619,NIHQ01000021.1
21620,NIHQ01000009.1
21622,NIHQ01000005.1
21623,NIHQ01000020.1
21624,NIHQ01000011.1
21625,NIHQ01000007.1
21626,NIHQ01000001.1
21627,NIHQ01000020.1
21628,NIHQ01000001.1
21629,NIHQ01000015.1
21630,NIHQ01000006.1
21631,NIHQ01000017.1
21632,NIHQ01000005.1
21633,NIHQ01000015.1
21634,NIHQ01000003.1
21635,NIHQ01000022.1
21636,NIHQ01000006.1
21637,NIHQ01000005.1
21638,NIHQ01000001.1
21639,NIHQ01000003.1
21640,NIHQ01000030.1
21641,NIHQ01000022.1
21642,NIHQ01000024.1
21643,NIHQ01000001.1
21644,NIHQ01000007.1
21645,NIHQ01000021.1
21646,NIHQ01000014.1
21647,NIHQ01000007.1
21648,NIHQ01000003.1
21649,NIHQ01000010.1
21650,NIHQ01000005.1
21654,NIHQ01000002.1
21655,NIHQ01000007.1
21656,NIHQ01000009.1
21657,NIHQ01000006.1
21658,NIHQ01000010.1
21659,NIHQ01000002.1
21660,NIHQ01000014.1
21662,NIHQ01000034.1
21664,NIHQ01000003.1
21665,NIHQ01000003.1
21666,NIHQ01000023.1
21667,NIHQ01000001.1
21668,NIHQ01000001.1
21669,NIHQ01000019.1
